  -0.30444,   0.81927,   1.61782,  -0.64356,  -1.39340,  -1.93545,  -1.30515,  -0.09518
   1.13130,   0.39919,  -1.27818,  -1.81370,  -1.72635,  -0.91034,   0.57563,   1.85175
  -0.76037,   0.28810,   0.75989,   1.06316,  -0.13700,  -1.62213,  -1.95786,  -1.84276
   1.40385,   1.26898,  -0.33576,  -1.28707,  -1.37498,  -1.44840,  -1.57317,  -0.84989
  -0.41264,   0.94097,   0.04168,   0.27297,   0.45100,  -0.06405,  -0.27987,  -2.19491
   0.95309,   0.95268,   0.76751,  -0.60513,  -0.84217,  -2.01597,  -1.51720,  -2.71691
  -1.04739,  -0.19935,   0.37040,   1.34639,   1.39645,   0.86400,   0.14602,  -0.93247
   1.07984,   0.49980,   0.39414,   0.51805,  -0.74254,  -0.46454,  -0.64095,  -0.91059
  -0.75856,   0.44530,   0.13163,   0.00919,   0.44538,   0.24146,   1.74222,  -0.03041
   0.93769,   0.92712,   0.47554,   0.26681,  -0.12565,  -0.47788,  -0.64705,  -0.92112
  -0.29540,  -0.67515,  -0.19192,   0.73668,  -0.06287,   0.84689,   1.00155,   1.37798
   0.24975,   0.69443,  -0.06588,   0.34377,   0.38356,  -0.31401,   0.08447,   0.23457
  -0.47873,  -0.15369,   0.19410,   0.86834,   0.87319,  -0.16581,  -0.73538,   0.66152
   0.48906,   0.08004,   0.33961,   0.27430,  -0.53096,   0.38659,   0.63294,  -0.38067
  -0.82486,  -0.49500,  -0.19699,  -0.75193,  -0.01291,  -0.05108,   0.70534,   0.45380
   0.48724,   0.71176,   0.45462,   0.64819,   0.57232,  -0.93280,   0.47025,   0.67363
  -1.22359,   0.06059,  -2.25884,   0.04360,  -0.39216,   0.15220,  -0.94853,   0.32964
  -0.41106,   0.33601,   0.29296,  -0.44710,   0.88257,   1.65427,   0.04808,   0.84625
  -1.49388,  -1.66690,   0.22625,  -0.51002,  -0.04133,   0.45670,  -0.19458,  -0.23121
   1.00731,   0.43776,   0.12819,   0.32885,   0.11849,  -0.68008,   0.93992,   0.34764
  -0.87594,   0.15742,  -0.17677,   0.02509,  -1.67988,  -0.58091,  -1.58844,  -0.42274
   0.02815,  -0.15455,   0.70276,   0.50634,  -0.36653,  -0.34110,   1.44138,   0.26108
  -1.30395,  -0.26800,  -1.23614,  -2.26681,  -0.20836,  -1.25285,  -0.53804,  -0.37590
  -0.08330,  -0.24513,   2.59044,   1.15745,  -0.02404,   0.71135,   0.56741,   0.44390
  -0.82581,  -0.88177,  -0.07894,   0.24818,  -0.53372,   0.17663,  -0.00869,  -0.60619
  -0.73237,  -0.74269,   0.46832,  -1.19569,   0.82130,   0.02740,   1.11820,   0.13084
  -0.71997,  -0.47782,  -1.04931,  -1.88021,   0.24702,   0.01361,  -1.07065,  -1.05511
   1.34154,   1.92921,   0.40536,  -0.12227,   0.15725,   1.10069,   0.66608,   0.56440
   0.31952,  -0.50556,  -0.12805,  -0.23018,  -0.57378,  -0.02231,  -1.20799,  -0.77834
   0.61952,   0.72817,   0.43857,   0.08718,   0.20800,   0.40320,   0.90215,   0.91254
  -0.03341,  -0.57032,  -0.15825,   0.60508,   0.37294,  -0.42285,  -0.38631,  -1.07336
   0.20125,   0.50097,   0.97071,   0.82145,   0.13392,  -0.96275,   0.18051,   0.50984
  -0.81871,  -0.91429,  -0.86483,   0.16288,  -0.51101,  -0.51892,  -0.43658,   0.81531
   0.15460,  -0.22339,  -0.16233,  -0.10993,  -0.51587,  -0.94409,  -0.00735,   1.24221
  -1.04049,  -0.82200,   0.05105,  -0.14069,  -0.91912,  -1.38355,  -1.04395,  -1.02821
   0.96128,   0.85401,   1.36887,   1.12114,  -0.92482,   0.45699,   0.23623,   1.15640
   0.70618,  -0.53115,   0.40517,  -0.00335,  -1.39869,  -0.07184,   0.16544,  -1.02667
   0.24638,  -0.02725,   0.49079,   1.03689,  -0.10926,  -0.00525,  -0.61866,   0.51093
  -0.91151,  -0.44281,  -0.84746,   0.22865,   0.74346,  -1.36828,  -0.80459,  -1.15802
   1.21455,  -0.34625,   0.02574,   0.34112,   0.28066,   0.49521,   1.24747,   0.56992
   0.23067,  -0.37193,  -1.09514,  -0.19496,  -0.07989,  -0.12389,  -0.54140,  -1.19722
   0.43328,   0.14892,   1.74930,   1.06948,   0.34984,   0.41857,   0.45212,   0.49561
  -0.46656,  -0.88853,  -0.26122,  -1.68902,  -0.52505,  -0.50328,  -1.57531,  -0.02505
   1.10750,  -0.03698,  -0.46570,  -0.20199,  -0.41738,  -0.51135,   0.75982,   0.57651
   0.16715,  -1.22661,   0.27606,  -0.25708,   0.46616,  -0.21236,  -0.10923,  -0.92251
  -0.53762,  -0.18804,  -0.70695,   0.18509,   0.39283,   0.10407,  -0.09698,   0.41639
  -1.39370,  -0.64177,  -0.24150,  -0.54917,  -1.15644,   0.11614,  -1.22084,  -0.98730
  -0.96628,  -0.16389,  -0.66757,   0.80668,   1.21457,   1.10312,   0.29149,   1.14906
  -0.49727,  -1.87724,  -0.52511,   0.10537,   0.91358,   0.72448,  -0.33884,  -0.99237
  -0.29547,   2.09279,  -0.06956,  -0.75752,   0.42729,  -0.34402,   0.30583,   0.22853
  -0.04800,  -0.83815,  -1.83887,  -0.30633,  -0.26443,   0.10490,  -0.78501,  -0.36910
   1.14084,   0.49555,   0.68183,   0.78922,  -0.61118,   1.19425,   0.17069,   0.46304
  -1.04904,  -0.46518,  -1.28409,  -0.23360,   0.26429,  -0.16714,  -0.82663,  -0.31711
  -0.51744,  -0.26293,  -0.05348,   0.18992,   0.57358,   0.26594,   0.72759,   1.75161
  -0.13062,   0.20345,  -0.03389,  -0.13980,   0.27933,   0.63011,  -0.27072,  -1.00806
