  -0.32065,  -0.11113,   0.93449,   0.23420,   0.02791,   1.09079,   0.87705,   0.99700
   0.08162,  -0.48467,   0.09788,   0.16407,  -0.89137,   0.38678,   0.18437,  -0.54601
  -0.69499,   1.70946,   0.73455,  -1.18673,   1.48206,  -0.05826,   0.31998,   0.20033
   0.01795,   0.02063,  -0.04483,  -0.20881,  -1.13090,  -0.12237,   0.00429,  -0.80812
  -0.22065,   1.21896,   0.72154,  -0.39031,  -0.15340,   0.51580,   0.07739,  -0.09815
   0.15640,   0.33809,  -0.28937,  -0.80907,  -1.57072,  -0.49457,   0.46371,  -1.26678
   1.47403,  -0.18826,   0.20550,  -0.60415,  -0.70551,  -0.48004,   0.34332,  -0.00664
   0.13749,  -0.86171,  -0.36033,  -1.03787,  -0.92955,  -0.25451,  -0.32844,  -0.65183
   0.40140,   1.27810,   1.19027,   0.02168,   0.54358,  -0.51756,  -0.13045,   1.11428
   0.19477,  -0.22547,  -0.01890,  -1.16254,  -1.48082,  -0.78160,  -0.00724,  -0.37160
  -0.39111,   0.16709,   0.90927,  -0.56465,   0.00472,   0.11160,   0.51011,   0.41864
  -1.24455,  -1.67430,  -1.39993,   0.05802,   1.47107,   0.22127,  -1.19957,  -1.04912
   1.03854,  -0.65176,   0.12750,   1.20527,  -0.53500,   0.24359,   0.93584,   0.03756
  -0.26694,   0.12821,  -1.94032,  -0.24772,  -0.51927,  -0.35149,  -0.78226,  -1.12791
   0.15512,  -0.20366,  -0.49958,   0.04608,   0.77043,   1.88318,   1.59897,   0.57765
   0.25881,  -0.69073,  -0.29094,  -0.67583,  -0.00778,  -1.07684,   0.53235,  -0.45734
   0.05096,   0.37852,  -0.68414,   0.12711,   0.22411,   0.13348,   0.60376,   0.44720
   0.19515,  -0.34889,   0.15712,  -0.26266,  -1.17188,  -0.08096,   0.33175,  -1.18516
   0.21565,   0.83862,   0.25681,  -0.07410,  -0.16845,   0.11256,   0.40779,   0.31747
  -0.31607,   0.82118,   0.04223,  -1.28115,  -0.22537,  -0.29403,  -0.60407,  -0.44296
   1.24490,   0.24576,   1.06012,  -0.41221,  -0.47599,   0.78809,   0.99619,   0.75968
   0.29792,   0.35814,  -1.79398,   0.12824,   0.36089,  -0.17301,  -1.14789,  -0.35079
  -0.37049,  -0.13210,   0.73579,   0.25200,   1.23653,  -0.08890,   0.75270,   0.68305
  -0.50083,  -0.72421,   0.53548,   0.57463,  -1.43245,  -0.48816,  -1.16237,  -1.44009
   0.67527,  -0.80873,  -0.42522,   0.33190,   1.32204,   2.04187,   0.32041,   0.70421
   0.31854,  -0.22000,  -0.34748,   0.92236,  -0.06724,  -0.49687,  -0.46594,  -0.57143
  -1.37420,  -0.44375,   0.27916,  -0.14418,   1.61253,   0.26749,  -0.81697,   0.56803
   0.37504,  -0.97294,  -1.12144,   0.93410,  -0.14466,  -0.68930,  -0.86035,  -0.60418
  -0.28640,  -1.21715,   0.11647,  -0.27648,   1.11826,  -1.24591,   0.17914,   0.61988
  -0.92356,  -1.47072,  -1.00705,   0.60233,   0.39476,   0.65538,  -0.82825,  -0.47420
  -0.55143,  -0.74274,   0.39234,   0.43257,  -0.40974,   0.93110,   0.30667,   0.52103
  -0.31712,  -0.25004,  -0.75609,  -0.44336,  -0.01429,  -0.88411,  -0.86048,  -0.06603
   0.33651,   0.56864,  -0.09271,   0.83220,   0.36103,  -1.31969,   0.29292,   0.70795
  -0.63434,  -0.85357,  -1.45332,  -0.36104,  -0.21574,  -0.06852,  -1.56006,   0.13539
   1.08734,   1.49761,   0.70898,   1.40824,   0.79780,  -0.71802,   1.00544,   0.29900
  -0.30676,  -0.10065,   0.13724,  -1.53228,   0.08151,  -0.10788,  -0.44605,  -0.69457
   0.47572,   0.33736,  -0.50438,  -0.03418,  -1.03729,  -0.04716,   0.89206,   0.51039
   0.32836,   0.43960,  -1.19509,   0.42436,   0.02809,   0.29919,  -0.62774,  -0.85119
   1.82600,   0.11797,   0.01508,   0.73639,   0.21108,   0.18399,   0.41126,   0.30800
   0.58814,  -1.37931,  -0.44968,  -0.68880,  -0.62978,   0.31186,  -0.27482,  -0.57920
  -0.20212,  -0.09666,   0.30302,   1.06198,   0.17917,  -0.59587,   0.02793,   0.68234
  -0.67563,   0.42146,  -1.14744,  -1.57511,  -0.40122,  -0.24570,  -0.55655,  -0.44235
  -0.78808,  -0.19724,  -0.76478,   1.60791,   0.52493,   1.38845,  -0.10802,  -0.10134
  -1.14636,  -1.25073,  -0.33318,  -0.91779,  -0.09885,   0.69030,   0.11363,  -0.90460
  -0.32039,  -0.54980,   0.07160,   0.02229,  -0.35779,   0.60291,   0.30828,  -0.43659
  -0.19567,   0.36603,   0.14213,  -1.07913,  -0.87516,  -0.65415,  -0.23758,  -1.46344
   0.06786,   0.20037,   0.75572,  -0.75384,   0.84619,   0.78756,   1.84591,   0.35399
  -0.24599,  -0.40903,  -1.27285,  -0.09524,   0.69813,  -0.65625,  -0.75102,  -0.53467
  -0.15891,   0.05492,  -0.02174,  -1.31506,   0.91605,   0.83680,   0.37899,   0.55256
  -0.20138,  -0.48128,  -1.14176,  -0.53433,  -0.05662,  -0.03458,  -1.77111,   0.28263
  -0.18031,   0.66742,   0.41601,   0.34134,  -0.30758,  -0.65912,  -0.36739,   0.16061
  -0.90799,  -0.87968,  -1.22826,  -1.93691,  -0.95492,  -0.06048,  -0.57328,  -0.26321
   1.74235,  -0.15740,   0.44800,   0.89030,  -0.77583,   0.33412,   0.68487,   0.42096
  -0.21848,  -0.09326,  -0.98508,  -1.64551,  -0.07747,   0.01757,  -1.24319,  -1.17966
  -1.25705,   0.03101,  -0.12833,  -0.33700,  -0.03720,   0.27910,   0.33853,   0.80911
  -0.85470,  -0.88224,  -1.19084,   1.15605,   0.33457,  -0.40846,  -0.81494,  -0.93368
   1.93000,   0.97462,  -0.32696,  -1.12695,   0.09692,   0.20140,   0.27990,   0.56455
  -1.22872,  -1.10265,  -0.69929,   0.23835,   0.06866,   0.02369,  -1.10927,  -0.56580
   0.66643,   0.49561,   1.05364,  -0.47252,  -1.04133,   0.38973,   0.42509,   0.04516
  -0.78590,  -0.36806,   0.70753,  -0.69511,  -0.73164,  -1.34846,  -1.80454,  -0.72305
  -0.95182,  -0.31156,  -0.74260,   0.43851,  -0.00376,   0.09980,  -0.25015,  -0.30250
   0.04384,   0.00385,  -0.47712,   0.26403,  -0.97365,   0.01644,  -0.35822,  -1.60576
   0.10653,   0.00776,   0.80874,  -0.32336,   1.91759,  -0.65350,   0.49896,  -0.16306
  -0.09433,  -0.85628,  -1.44965,   0.41531,   0.32483,  -0.63937,  -1.01765,   0.19791
   0.09040,   2.55789,   0.07198,  -0.39269,   0.38689,   0.36855,  -0.17992,   0.65135
  -0.03908,  -1.20829,  -1.97580,   0.49992,   0.37701,   0.25481,  -0.86881,  -0.85718
   0.00950,   1.39740,   1.13336,   0.27064,  -0.57193,   0.59393,  -0.06158,  -0.02493
  -0.39090,  -0.58569,   0.72713,  -0.44657,  -0.12851,  -0.85246,   0.24522,  -1.10351
   0.34096,   0.43156,  -0.04900,  -1.16820,   1.47468,   0.25558,   0.62794,  -0.03070
   0.40096,  -1.22648,   0.24967,   1.24841,  -1.22601,   1.20253,  -0.69592,  -0.54952
  -0.58030,  -0.08092,   0.35616,   0.19561,   1.26994,   1.16652,   0.20458,   0.56781
   0.49632,   0.52243,   0.41182,   0.83004,  -1.52276,  -0.76931,  -0.92254,  -0.92953
  -0.29692,  -0.67509,   0.36378,   1.52564,  -0.22781,  -0.79851,   0.34631,   0.72862
