   0.23873,   0.25206,   0.26118,   0.24803,   0.18084,   0.34134,   0.23522,   0.24260,   0.31334,   0.28809,   0.20830,   0.19027,   0.21691,   0.23290,   0.29003,   0.26017
   0.26308,   0.20961,   0.27755,   0.24976,   0.17285,   0.30223,   0.27764,   0.24728,   0.28083,   0.32101,   0.23011,   0.16804,   0.21764,   0.26166,   0.28882,   0.23188
   0.25334,   0.31223,   0.25607,   0.17836,   0.15278,   0.26424,   0.30783,   0.27515,   0.30995,   0.32446,   0.21313,   0.15246,   0.22228,   0.25647,   0.28516,   0.23610
   0.23944,   0.28176,   0.29457,   0.18423,   0.14926,   0.27942,   0.29667,   0.27466,   0.30193,   0.29029,   0.24641,   0.16137,   0.24840,   0.21616,   0.31619,   0.21925
   0.24396,   0.27970,   0.29377,   0.18257,   0.12127,   0.27037,   0.31227,   0.29610,   0.28238,   0.29948,   0.24895,   0.16918,   0.24970,   0.21334,   0.33661,   0.20036
   0.23794,   0.23761,   0.28692,   0.23753,   0.16259,   0.30101,   0.26615,   0.27025,   0.28874,   0.28623,   0.22993,   0.19511,   0.26709,   0.21130,   0.29682,   0.22480
   0.24372,   0.27808,   0.27088,   0.20732,   0.16438,   0.27141,   0.29239,   0.27182,   0.28701,   0.29396,   0.22979,   0.18924,   0.24700,   0.24289,   0.27497,   0.23514
   0.21703,   0.22831,   0.27593,   0.27873,   0.20462,   0.31990,   0.25127,   0.22421,   0.26920,   0.28676,   0.21785,   0.22618,   0.25180,   0.24899,   0.26494,   0.23428
   0.21344,   0.25283,   0.23822,   0.29551,   0.21561,   0.33863,   0.23625,   0.20951,   0.26752,   0.28593,   0.22104,   0.22552,   0.24103,   0.24998,   0.28014,   0.22885
   0.23283,   0.21452,   0.27054,   0.28211,   0.16227,   0.33377,   0.24318,   0.26078,   0.29238,   0.29777,   0.20558,   0.20428,   0.24823,   0.24439,   0.30019,   0.20719
   0.21572,   0.25576,   0.29791,   0.23062,   0.15697,   0.30494,   0.27959,   0.25850,   0.28283,   0.30126,   0.23354,   0.18237,   0.23972,   0.23702,   0.30284,   0.22041
   0.21131,   0.26496,   0.27631,   0.24742,   0.17795,   0.32397,   0.24981,   0.24827,   0.29393,   0.28507,   0.23806,   0.18294,   0.24498,   0.21844,   0.32154,   0.21505
   0.21133,   0.25379,   0.28991,   0.24497,   0.17371,   0.31011,   0.26961,   0.24657,   0.29538,   0.28665,   0.22769,   0.19028,   0.23041,   0.23218,   0.30343,   0.23397
   0.25345,   0.23152,   0.26502,   0.25000,   0.14124,   0.32718,   0.24950,   0.28209,   0.32852,   0.29934,   0.18854,   0.18360,   0.23190,   0.24128,   0.31249,   0.21432
   0.23098,   0.25297,   0.27355,   0.24249,   0.18745,   0.29520,   0.27052,   0.24683,   0.31401,   0.28245,   0.20302,   0.20053,   0.23806,   0.24471,   0.26745,   0.24978
   0.25366,   0.23713,   0.23211,   0.27710,   0.16730,   0.33350,   0.22393,   0.27527,   0.32219,   0.27300,   0.18619,   0.21862,   0.22359,   0.22593,   0.31382,   0.23666
