  -0.30444,   0.81927,   1.61782,  -0.64356
   1.13130,   0.39919,  -1.27818,  -1.81370
  -0.76037,   0.28810,   0.75989,   1.06316
   1.40385,   1.26898,  -0.33576,  -1.28707
  -0.41264,   0.94097,   0.04168,   0.27297
   0.95309,   0.95268,   0.76751,  -0.60513
  -1.04739,  -0.19935,   0.37040,   1.34639
   1.07984,   0.49980,   0.39414,   0.51805
  -0.75856,   0.44530,   0.13163,   0.00919
   0.93769,   0.92712,   0.47554,   0.26681
  -0.29540,  -0.67515,  -0.19192,   0.73668
   0.24975,   0.69443,  -0.06588,   0.34377
  -0.47873,  -0.15369,   0.19410,   0.86834
   0.48906,   0.08004,   0.33961,   0.27430
  -0.82486,  -0.49500,  -0.19699,  -0.75193
   0.48724,   0.71176,   0.45462,   0.64819
  -1.22359,   0.06059,  -2.25884,   0.04360
  -0.41106,   0.33601,   0.29296,  -0.44710
  -1.49388,  -1.66690,   0.22625,  -0.51002
   1.00731,   0.43776,   0.12819,   0.32885
  -0.87594,   0.15742,  -0.17677,   0.02509
   0.02815,  -0.15455,   0.70276,   0.50634
  -1.30395,  -0.26800,  -1.23614,  -2.26681
  -0.08330,  -0.24513,   2.59044,   1.15745
  -0.82581,  -0.88177,  -0.07894,   0.24818
  -0.73237,  -0.74269,   0.46832,  -1.19569
  -0.71997,  -0.47782,  -1.04931,  -1.88021
   1.34154,   1.92921,   0.40536,  -0.12227
   0.31952,  -0.50556,  -0.12805,  -0.23018
   0.61952,   0.72817,   0.43857,   0.08718
  -0.03341,  -0.57032,  -0.15825,   0.60508
   0.20125,   0.50097,   0.97071,   0.82145
  -0.81871,  -0.91429,  -0.86483,   0.16288
   0.15460,  -0.22339,  -0.16233,  -0.10993
  -1.04049,  -0.82200,   0.05105,  -0.14069
   0.96128,   0.85401,   1.36887,   1.12114
   0.70618,  -0.53115,   0.40517,  -0.00335
   0.24638,  -0.02725,   0.49079,   1.03689
  -0.91151,  -0.44281,  -0.84746,   0.22865
   1.21455,  -0.34625,   0.02574,   0.34112
   0.23067,  -0.37193,  -1.09514,  -0.19496
   0.43328,   0.14892,   1.74930,   1.06948
  -0.46656,  -0.88853,  -0.26122,  -1.68902
   1.10750,  -0.03698,  -0.46570,  -0.20199
   0.16715,  -1.22661,   0.27606,  -0.25708
  -0.53762,  -0.18804,  -0.70695,   0.18509
  -1.39370,  -0.64177,  -0.24150,  -0.54917
  -0.96628,  -0.16389,  -0.66757,   0.80668
  -0.49727,  -1.87724,  -0.52511,   0.10537
  -0.29547,   2.09279,  -0.06956,  -0.75752
  -0.04800,  -0.83815,  -1.83887,  -0.30633
   1.14084,   0.49555,   0.68183,   0.78922
  -1.04904,  -0.46518,  -1.28409,  -0.23360
  -0.51744,  -0.26293,  -0.05348,   0.18992
  -0.13062,   0.20345,  -0.03389,  -0.13980
  -0.32065,  -0.11113,   0.93449,   0.23420
   0.08162,  -0.48467,   0.09788,   0.16407
  -0.69499,   1.70946,   0.73455,  -1.18673
