   0.99822,   0.00178,   1.00000,   0.00000,   0.01171,   0.98829,   0.08385,   0.91615,   0.29344,   0.70656,   0.39447,   0.60553,   0.94948,   0.05052,   0.98579,   0.01421
   0.00094,   0.99906,   0.08765,   0.91235,   0.05854,   0.94146,   0.99870,   0.00130,   0.99469,   0.00531,   0.99087,   0.00913,   1.00000,   0.00000,   0.99998,   0.00002
   0.00951,   0.99049,   0.23049,   0.76951,   0.04062,   0.95938,   0.99804,   0.00196,   0.99244,   0.00756,   1.00000,   0.00000,   0.04887,   0.95113,   0.04456,   0.95544
   0.78720,   0.21280,   0.19056,   0.80944,   0.00024,   0.99976,   0.97504,   0.02496,   1.00000,   0.00000,   0.99998,   0.00002,   0.00606,   0.99394,   0.03093,   0.96907
   0.96039,   0.03961,   0.99799,   0.00201,   0.00004,   0.99996,   0.00003,   0.99997,   0.00097,   0.99903,   0.27781,   0.72219,   0.55975,   0.44025,   0.97987,   0.02013
   0.99040,   0.00960,   0.80243,   0.19757,   0.48064,   0.51936,   0.04791,   0.95209,   0.96143,   0.03857,   0.99968,   0.00032,   0.00001,   0.99999,   0.00000,   1.00000
   0.99996,   0.00004,   0.99977,   0.00023,   0.43642,   0.56358,   0.00000,   1.00000,   0.99886,   0.00114,   0.59658,   0.40342,   0.97560,   0.02440,   0.43887,   0.56113
   0.99975,   0.00025,   0.99980,   0.00020,   0.02716,   0.97284,   0.00000,   1.00000,   0.64060,   0.35940,   1.00000,   0.00000,   0.99457,   0.00543,   1.00000,   0.00000
   0.00020,   0.99980,   0.42757,   0.57243,   0.99964,   0.00036,   0.00047,   0.99953,   0.00042,   0.99958,   0.99998,   0.00002,   0.00001,   0.99999,   0.99980,   0.00020
   0.73842,   0.26158,   0.99998,   0.00002,   0.00000,   1.00000,   0.00130,   0.99870,   0.88497,   0.11503,   0.03943,   0.96057,   0.00000,   1.00000,   0.99548,   0.00452
   0.99978,   0.00022,   1.00000,   0.00000,   0.07057,   0.92943,   0.02056,   0.97944,   0.99924,   0.00076,   0.71417,   0.28583,   1.00000,   0.00000,   1.00000,   0.00000
   0.00005,   0.99995,   0.95768,   0.04232,   0.96314,   0.03686,   0.83172,   0.16828,   0.09674,   0.90326,   0.03001,   0.96999,   0.00381,   0.99619,   0.99463,   0.00537
   0.99544,   0.00456,   0.97617,   0.02383,   0.94550,   0.05450,   0.14540,   0.85460,   0.55435,   0.44565,   0.00076,   0.99924,   0.91129,   0.08871,   0.27095,   0.72905
   0.06428,   0.93572,   1.00000,   0.00000,   0.00000,   1.00000,   0.94165,   0.05835,   0.57505,   0.42495,   0.00019,   0.99981,   0.00000,   1.00000,   0.99639,   0.00361
   0.44878,   0.55122,   1.00000,   0.00000,   0.05577,   0.94423,   0.04793,   0.95207,   0.33921,   0.66079,   0.00039,   0.99961,   0.00094,   0.99906,   0.51176,   0.48824
   0.00019,   0.99981,   0.99992,   0.00008,   0.11555,   0.88445,   0.99949,   0.00051,   0.74302,   0.25698,   0.00003,   0.99997,   0.69100,   0.30900,   0.00402,   0.99598
